Duration,Start date,Start Station,Start terminal,End date,End Station,End terminal,Bike#,Subscriber Type
0h 12m 3s,6/30/2014 10:16,18th & M St NW,31221,6/30/2014 10:28,14th & D St NW / Ronald Reagan Building,31231,W21121,Registered
0h 16m 2s,6/30/2014 10:16,Thomas Circle,31241,6/30/2014 10:32,22nd & I St NW / Foggy Bottom,31257,W20535,Registered
0h 56m 19s,6/30/2014 10:17,Thomas Circle,31241,6/30/2014 11:13,Thomas Circle,31241,W20142,Casual
0h 7m 44s,6/30/2014 10:17,Thomas Circle,31241,6/30/2014 10:24,20th & O St NW / Dupont South,31234,W01434,Registered
0h 56m 25s,6/30/2014 10:17,Thomas Circle,31241,6/30/2014 11:13,Thomas Circle,31241,W20859,Casual
0h 2m 55s,6/30/2014 10:17,Eastern Market Metro / Pennsylvania Ave & 7th St SE,31613,6/30/2014 10:20,3rd & D St SE,31605,W00266,Registered
0h 26m 34s,6/30/2014 10:17,Lincoln Memorial,31258,6/30/2014 10:44,Wisconsin Ave & O St NW,31312,W21366,Registered
0h 9m 53s,6/30/2014 10:17,17th & Rhode Island Ave NW,31239,6/30/2014 10:27,7th & F St NW / National Portrait Gallery,31232,W20048,Registered
0h 3m 3s,6/30/2014 10:18,Eastern Market Metro / Pennsylvania Ave & 7th St SE,31613,6/30/2014 10:21,Potomac Ave & 8th St SE,31635,W20449,Registered
0h 18m 34s,6/30/2014 10:18,6th & H St NE,31615,6/30/2014 10:37,14th & D St NW / Ronald Reagan Building,31231,W01268,Registered
0h 7m 12s,6/30/2014 10:18,1st & M St NE,31603,6/30/2014 10:26,5th St & Massachusetts Ave NW,31265,W00112,Registered
0h 3m 43s,6/30/2014 10:18,8th & F St NE,31631,6/30/2014 10:22,Columbus Circle / Union Station,31623,W01468,Registered
0h 7m 17s,6/30/2014 10:19,18th & Eads St.,31001,6/30/2014 10:26,27th & Crystal Dr,31009,W00255,Registered
3h 1m 21s,6/30/2014 10:19,Constitution Ave & 2nd St NW/DOL,31271,6/30/2014 13:20,Constitution Ave & 2nd St NW/DOL,31271,W00363,Casual
3h 1m 10s,6/30/2014 10:19,Constitution Ave & 2nd St NW/DOL,31271,6/30/2014 13:21,Constitution Ave & 2nd St NW/DOL,31271,W20253,Casual
0h 9m 47s,6/30/2014 10:19,Columbia Rd & Belmont St NW,31113,6/30/2014 10:29,Columbia Rd & Georgia Ave NW,31115,W01047,Registered
1h 50m 52s,6/30/2014 10:20,17th & Rhode Island Ave NW,31239,6/30/2014 12:10,Jefferson Dr & 14th St SW,31247,W20958,Casual
1h 51m 9s,6/30/2014 10:20,17th & Rhode Island Ave NW,31239,6/30/2014 12:11,Jefferson Dr & 14th St SW,31247,W20510,Casual
0h 13m 31s,6/30/2014 10:20,Columbia Rd & Belmont St NW,31113,6/30/2014 10:34,11th & K St NW,31263,W21663,Registered
0h 9m 28s,6/30/2014 10:20,1st & M St NE,31603,6/30/2014 10:30,North Capitol St & F St NW,31624,W20768,Registered
0h 4m 49s,6/30/2014 10:20,22nd & I St NW / Foggy Bottom,31257,6/30/2014 10:25,18th & M St NW,31221,W00288,Registered
0h 5m 1s,6/30/2014 10:21,8th & D St NW,31270,6/30/2014 10:26,11th & F St NW,31262,W00310,Registered
0h 7m 28s,6/30/2014 10:21,Eckington Pl & Q St NE,31505,6/30/2014 10:28,Columbus Circle / Union Station,31623,W20666,Registered
0h 12m 58s,6/30/2014 10:21,North Capitol St & F St NW,31624,6/30/2014 10:34,Maryland & Independence Ave SW,31243,W20797,Casual
0h 13m 8s,6/30/2014 10:21,North Capitol St & F St NW,31624,6/30/2014 10:34,Maryland & Independence Ave SW,31243,W00353,Casual
0h 19m 37s,6/30/2014 10:21,6th & Water St SW / SW Waterfront,31609,6/30/2014 10:41,Massachusetts Ave & Dupont Circle NW,31200,W00708,Registered
0h 11m 11s,6/30/2014 10:21,5th & K St NW,31600,6/30/2014 10:33,15th & K St NW,31254,W20901,Registered
0h 3m 35s,6/30/2014 10:22,Thomas Circle,31241,6/30/2014 10:25,McPherson Square / 14th & H St NW,31216,W01430,Registered
0h 26m 29s,6/30/2014 10:23,12th & Newton St NE,31501,6/30/2014 10:49,Massachusetts Ave & Dupont Circle NW,31200,W20269,Casual
0h 5m 36s,6/30/2014 10:23,15th & P St NW,31201,6/30/2014 10:29,New York Ave & 15th St NW,31222,W01281,Registered
0h 2m 31s,6/30/2014 10:23,12th & Hayes St /  Pentagon City Metro,31005,6/30/2014 10:26,Aurora Hills Community Ctr/18th & Hayes St,31004,W00162,Registered
0h 4m 56s,6/30/2014 10:24,5th St & Massachusetts Ave NW,31265,6/30/2014 10:29,11th & K St NW,31263,W00621,Registered
0h 19m 27s,6/30/2014 10:24,Park Rd & Holmead Pl NW,31602,6/30/2014 10:43,19th & L St NW,31224,W00429,Registered
0h 23m 9s,6/30/2014 10:24,10th St & Constitution Ave NW,31219,6/30/2014 10:48,Maryland & Independence Ave SW,31243,W01394,Casual
0h 4m 17s,6/30/2014 10:25,Potomac & Pennsylvania Ave SE,31606,6/30/2014 10:29,Eastern Market Metro / Pennsylvania Ave & 7th St SE,31613,W00208,Registered
0h 22m 50s,6/30/2014 10:25,10th St & Constitution Ave NW,31219,6/30/2014 10:48,Maryland & Independence Ave SW,31243,W20399,Casual
0h 19m 46s,6/30/2014 10:25,7th & F St NW / National Portrait Gallery,31232,6/30/2014 10:45,5th & F St NW,31620,W20764,Registered
0h 8m 42s,6/30/2014 10:25,M St & Delaware Ave NE,31627,6/30/2014 10:34,7th & T St NW,31109,W20072,Registered
0h 7m 15s,6/30/2014 10:26,14th & V St NW,31101,6/30/2014 10:33,15th & P St NW,31201,W00736,Registered
0h 8m 42s,6/30/2014 10:26,19th St & Constitution Ave NW,31235,6/30/2014 10:35,17th & K St NW,31213,W01225,Casual
0h 31m 13s,6/30/2014 10:27,6th St & Indiana Ave NW,31264,6/30/2014 10:58,3rd St & Pennsylvania Ave SE,31269,W20412,Casual
0h 30m 41s,6/30/2014 10:27,6th St & Indiana Ave NW,31264,6/30/2014 10:58,3rd St & Pennsylvania Ave SE,31269,W00772,Registered
0h 8m 22s,6/30/2014 10:27,36th & Calvert St NW / Glover Park,31304,6/30/2014 10:35,Calvert St & Woodley Pl NW,31121,W00962,Registered
0h 6m 53s,6/30/2014 10:27,Thomas Circle,31241,6/30/2014 10:34,22nd & I St NW / Foggy Bottom,31257,W01290,Registered
1h 33m 13s,6/30/2014 10:27,Ohio Dr & West Basin Dr SW / MLK & FDR Memorials,31240,6/30/2014 12:00,Ohio Dr & West Basin Dr SW / MLK & FDR Memorials,31240,W21352,Casual
0h 34m 25s,6/30/2014 10:27,6th & H St NE,31615,6/30/2014 11:02,Maryland & Independence Ave SW,31243,W20026,Casual
0h 6m 10s,6/30/2014 10:27,North Capitol St & F St NW,31624,6/30/2014 10:33,14th & D St NW / Ronald Reagan Building,31231,W21484,Registered
0h 9m 37s,6/30/2014 10:28,1st & N St  SE,31209,6/30/2014 10:37,3rd St & Pennsylvania Ave SE,31269,W00766,Registered
0h 8m 23s,6/30/2014 10:28,4th & E St SW,31244,6/30/2014 10:36,Maryland & Independence Ave SW,31243,W21631,Casual
0h 10m 23s,6/30/2014 10:28,North Capitol St & F St NW,31624,6/30/2014 10:38,Smithsonian / Jefferson Dr & 12th St SW,31248,W00783,Registered
0h 33m 8s,6/30/2014 10:28,6th & H St NE,31615,6/30/2014 11:01,Maryland & Independence Ave SW,31243,W21077,Casual
0h 7m 13s,6/30/2014 10:28,4th & E St SW,31244,6/30/2014 10:35,Maryland & Independence Ave SW,31243,W01059,Casual
1h 31m 21s,6/30/2014 10:29,Ohio Dr & West Basin Dr SW / MLK & FDR Memorials,31240,6/30/2014 12:00,Ohio Dr & West Basin Dr SW / MLK & FDR Memorials,31240,W01446,Casual
2h 32m 54s,6/30/2014 10:30,M St & Pennsylvania Ave NW,31246,6/30/2014 13:03,M St & Pennsylvania Ave NW,31246,W00192,Casual
0h 11m 24s,6/30/2014 10:30,18th St & Wyoming Ave NW,31114,6/30/2014 10:41,17th & Rhode Island Ave NW,31239,W20289,Registered
0h 18m 15s,6/30/2014 10:30,New Jersey Ave & R St NW,31509,6/30/2014 10:48,19th & L St NW,31224,W01271,Registered
0h 6m 37s,6/30/2014 10:30,Massachusetts Ave & Dupont Circle NW,31200,6/30/2014 10:37,19th & K St NW,31253,W20938,Registered
0h 18m 21s,6/30/2014 10:30,New Jersey Ave & R St NW,31509,6/30/2014 10:49,19th & L St NW,31224,W00988,Registered
0h 10m 32s,6/30/2014 10:30,Smithsonian / Jefferson Dr & 12th St SW,31248,6/30/2014 10:41,Lincoln Memorial,31258,W21447,Casual
0h 2m 52s,6/30/2014 10:31,Eastern Market / 7th & North Carolina Ave SE,31610,6/30/2014 10:33,3rd & D St SE,31605,W21055,Registered
0h 5m 12s,6/30/2014 10:31,21st & M St NW,31212,6/30/2014 10:36,Massachusetts Ave & Dupont Circle NW,31200,W20111,Registered
0h 2m 51s,6/30/2014 10:31,California St & Florida Ave NW,31116,6/30/2014 10:34,Columbia Rd & Belmont St NW,31113,W00155,Registered
0h 20m 23s,6/30/2014 10:31,Rhode Island Ave & V St NE,31513,6/30/2014 10:52,19th & L St NW,31224,W00949,Registered
1h 24m 54s,6/30/2014 10:31,Ward Circle / American University,31301,6/30/2014 11:56,McPherson Square / 14th & H St NW,31216,W00128,Casual
0h 8m 21s,6/30/2014 10:31,Market Square / King St & Royal St,31042,6/30/2014 10:40,King St Metro,31048,W20192,Registered
0h 22m 0s,6/30/2014 10:31,22nd & I St NW / Foggy Bottom,31257,6/30/2014 10:53,5th & F St NW,31620,W21248,Casual
0h 14m 12s,6/30/2014 10:32,N Veitch & Key Blvd,31028,6/30/2014 10:46,C & O Canal & Wisconsin Ave NW,31225,W21399,Registered
0h 21m 22s,6/30/2014 10:32,22nd & I St NW / Foggy Bottom,31257,6/30/2014 10:53,5th & F St NW,31620,W20009,Casual
0h 7m 2s,6/30/2014 10:32,Metro Center / 12th & G St NW,31230,6/30/2014 10:39,8th & H St NW,31228,W21440,Registered
0h 1m 52s,6/30/2014 10:32,3rd & H St NW,31604,6/30/2014 10:34,4th & D St NW / Judiciary Square,31621,W01155,Registered
0h 18m 53s,6/30/2014 10:33,1st & Washington Hospital Center NW,31507,6/30/2014 10:51,New Hampshire Ave & T St NW,31229,W20397,Registered
0h 27m 38s,6/30/2014 10:33,25th St & Pennsylvania Ave NW,31237,6/30/2014 11:00,Constitution Ave & 2nd St NW/DOL,31271,W01083,Casual
0h 22m 4s,6/30/2014 10:33,17th & Rhode Island Ave NW,31239,6/30/2014 10:55,Smithsonian / Jefferson Dr & 12th St SW,31248,W20328,Casual
0h 10m 5s,6/30/2014 10:33,Eastern Market Metro / Pennsylvania Ave & 7th St SE,31613,6/30/2014 10:43,Columbus Circle / Union Station,31623,W00007,Registered
0h 13m 14s,6/30/2014 10:33,3rd & Elm St NW,31118,6/30/2014 10:47,17th & Corcoran St NW,31214,W00092,Registered
0h 16m 53s,6/30/2014 10:33,Thomas Circle,31241,6/30/2014 10:50,Thomas Circle,31241,W00958,Registered
0h 7m 58s,6/30/2014 10:34,5th St & Massachusetts Ave NW,31265,6/30/2014 10:42,Metro Center / 12th & G St NW,31230,W01148,Registered
0h 13m 36s,6/30/2014 10:34,5th St & Massachusetts Ave NW,31265,6/30/2014 10:47,McPherson Square / 14th & H St NW,31216,W00112,Registered
0h 11m 54s,6/30/2014 10:34,Adams Mill & Columbia Rd NW,31104,6/30/2014 10:46,14th & R St NW,31202,W00084,Registered
0h 12m 49s,6/30/2014 10:34,17th & K St NW,31213,6/30/2014 10:47,1st & Rhode Island Ave NW,31506,W21612,Registered
0h 4m 18s,6/30/2014 10:34,4th & E St SW,31244,6/30/2014 10:39,4th & M St SW,31108,W21414,Registered
0h 7m 40s,6/30/2014 10:35,Battery Ln & Trolley Trail,32027,6/30/2014 10:42,Montgomery & East Ln,32013,W21115,Registered
1h 25m 6s,6/30/2014 10:35,Ohio Dr & West Basin Dr SW / MLK & FDR Memorials,31240,6/30/2014 12:00,Ohio Dr & West Basin Dr SW / MLK & FDR Memorials,31240,W00642,Casual
0h 9m 47s,6/30/2014 10:35,Adams Mill & Columbia Rd NW,31104,6/30/2014 10:45,21st & M St NW,31212,W21264,Registered
0h 7m 30s,6/30/2014 10:35,King St Metro,31048,6/30/2014 10:43,King St & Patrick St,31044,W01498,Registered
0h 10m 21s,6/30/2014 10:35,Maryland & Independence Ave SW,31243,6/30/2014 10:46,10th St & Constitution Ave NW,31219,W00844,Casual
0h 9m 23s,6/30/2014 10:36,Maryland & Independence Ave SW,31243,6/30/2014 10:45,10th St & Constitution Ave NW,31219,W20114,Casual
1h 26m 48s,6/30/2014 10:36,19th St & Constitution Ave NW,31235,6/30/2014 12:03,Smithsonian / Jefferson Dr & 12th St SW,31248,W21008,Casual
0h 6m 39s,6/30/2014 10:36,3rd St & Pennsylvania Ave SE,31269,6/30/2014 10:43,Lincoln Park / 13th & East Capitol St NE ,31619,W21438,Registered
0h 7m 50s,6/30/2014 10:36,Constitution Ave & 2nd St NW/DOL,31271,6/30/2014 10:44,Maryland & Independence Ave SW,31243,W20011,Casual
0h 7m 44s,6/30/2014 10:36,Constitution Ave & 2nd St NW/DOL,31271,6/30/2014 10:44,Maryland & Independence Ave SW,31243,W20815,Casual
0h 7m 12s,6/30/2014 10:36,Columbia Rd & Georgia Ave NW,31115,6/30/2014 10:44,7th & T St NW,31109,W01047,Registered
1h 26m 37s,6/30/2014 10:36,19th St & Constitution Ave NW,31235,6/30/2014 12:03,Smithsonian / Jefferson Dr & 12th St SW,31248,W20874,Casual
0h 27m 35s,6/30/2014 10:37,14th & D St NW / Ronald Reagan Building,31231,6/30/2014 11:04,Constitution Ave & 2nd St NW/DOL,31271,W20947,Casual
0h 6m 57s,6/30/2014 10:37,Calvert & Biltmore St NW,31106,6/30/2014 10:44,20th & O St NW / Dupont South,31234,W00886,Registered
0h 3m 36s,6/30/2014 10:37,34th St & Wisconsin Ave NW,31226,6/30/2014 10:40,Wisconsin Ave & O St NW,31312,W21397,Registered
0h 28m 44s,6/30/2014 10:37,14th & D St NW / Ronald Reagan Building,31231,6/30/2014 11:06,Constitution Ave & 2nd St NW/DOL,31271,W21527,Casual
0h 24m 16s,6/30/2014 10:38,Eastern Market Metro / Pennsylvania Ave & 7th St SE,31613,6/30/2014 11:02,15th & P St NW,31201,W00208,Casual
0h 10m 6s,6/30/2014 10:38,1st & Rhode Island Ave NW,31506,6/30/2014 10:48,Columbus Circle / Union Station,31623,W01145,Registered
0h 14m 7s,6/30/2014 10:38,North Capitol St & F St NW,31624,6/30/2014 10:53,Eastern Market Metro / Pennsylvania Ave & 7th St SE,31613,W00693,Registered
0h 3m 24s,6/30/2014 10:38,C & O Canal & Wisconsin Ave NW,31225,6/30/2014 10:42,Georgetown Harbor / 30th St NW,31215,W21654,Casual
0h 25m 19s,6/30/2014 10:39,14th & D St NW / Ronald Reagan Building,31231,6/30/2014 11:04,Constitution Ave & 2nd St NW/DOL,31271,W00710,Casual
0h 8m 56s,6/30/2014 10:39,6th & H St NE,31615,6/30/2014 10:48,Eastern Market / 7th & North Carolina Ave SE,31610,W20583,Registered
0h 2m 51s,6/30/2014 10:39,5th & K St NW,31600,6/30/2014 10:42,5th & F St NW,31620,W20383,Registered
3h 55m 36s,6/30/2014 10:39,Thomas Circle,31241,6/30/2014 14:35,Thomas Circle,31241,W00598,Casual
0h 24m 56s,6/30/2014 10:39,14th & D St NW / Ronald Reagan Building,31231,6/30/2014 11:04,Constitution Ave & 2nd St NW/DOL,31271,W21033,Casual
3h 55m 28s,6/30/2014 10:39,Thomas Circle,31241,6/30/2014 14:35,Thomas Circle,31241,W00390,Casual
0h 12m 0s,6/30/2014 10:39,6th St & Indiana Ave NW,31264,6/30/2014 10:51,1st & M St NE,31603,W01332,Registered
0h 10m 42s,6/30/2014 10:40,New York Ave & 15th St NW,31222,6/30/2014 10:51,Smithsonian / Jefferson Dr & 12th St SW,31248,W00064,Casual
0h 18m 9s,6/30/2014 10:40,14th & Upshur St NW,31406,6/30/2014 10:58,20th St & Florida Ave NW,31110,W01409,Registered
3h 6m 57s,6/30/2014 10:40,8th & H St NW,31228,6/30/2014 13:47,8th & H St NW,31228,W20825,Casual
3h 7m 1s,6/30/2014 10:40,8th & H St NW,31228,6/30/2014 13:47,8th & H St NW,31228,W00857,Casual
0h 18m 55s,6/30/2014 10:41,20th & E St NW,31204,6/30/2014 11:00,8th & H St NW,31228,W00171,Casual
0h 6m 43s,6/30/2014 10:41,1st & K St SE,31628,6/30/2014 10:48,4th & E St SW,31244,W21193,Registered
0h 6m 42s,6/30/2014 10:41,8th & East Capitol St NE,31629,6/30/2014 10:48,3rd & H St NE,31616,W00307,Registered
0h 12m 20s,6/30/2014 10:41,Columbia Rd & Belmont St NW,31113,6/30/2014 10:54,24th & N St NW,31255,W01137,Registered
0h 5m 9s,6/30/2014 10:42,14th & D St SE,31607,6/30/2014 10:47,8th & Eye St SE / Barracks Row,31608,W00503,Registered
0h 1m 24s,6/30/2014 10:42,Columbia Rd & Belmont St NW,31113,6/30/2014 10:43,Columbia Rd & Belmont St NW,31113,W00155,Registered
0h 21m 20s,6/30/2014 10:43,Georgetown Harbor / 30th St NW,31215,6/30/2014 11:04,Jefferson Dr & 14th St SW,31247,W21322,Casual
3h 51m 43s,6/30/2014 10:43,Thomas Circle,31241,6/30/2014 14:34,Thomas Circle,31241,W20633,Casual
0h 13m 52s,6/30/2014 10:43,Connecticut Ave & Newark St NW / Cleveland Park,31305,6/30/2014 10:57,19th & L St NW,31224,W21401,Registered
0h 6m 41s,6/30/2014 10:43,US Dept of State / Virginia Ave & 21st St NW,31220,6/30/2014 10:50,25th St & Pennsylvania Ave NW,31237,W21348,Registered
0h 8m 17s,6/30/2014 10:43,6th St & Indiana Ave NW,31264,6/30/2014 10:51,19th St & Constitution Ave NW,31235,W00660,Registered
0h 6m 19s,6/30/2014 10:43,19th & L St NW,31224,6/30/2014 10:50,25th St & Pennsylvania Ave NW,31237,W20623,Registered
0h 6m 54s,6/30/2014 10:43,17th & K St NW,31213,6/30/2014 10:50,19th St & Constitution Ave NW,31235,W20634,Registered
0h 55m 39s,6/30/2014 10:44,10th St & Constitution Ave NW,31219,6/30/2014 11:40,8th & H St NW,31228,W21385,Casual
0h 12m 35s,6/30/2014 10:44,Columbia Rd & Belmont St NW,31113,6/30/2014 10:57,10th & U St NW,31111,W00155,Registered
0h 8m 39s,6/30/2014 10:44,4th & M St SW,31108,6/30/2014 10:53,3rd & G St SE,31625,W21414,Registered
0h 8m 15s,6/30/2014 10:44,4th & M St SW,31108,6/30/2014 10:53,3rd & G St SE,31625,W00548,Registered
0h 7m 32s,6/30/2014 10:45,White House [17th & State Pl NW],31210,6/30/2014 10:52,Smithsonian / Jefferson Dr & 12th St SW,31248,W00513,Registered
0h 26m 38s,6/30/2014 10:45,22nd & I St NW / Foggy Bottom,31257,6/30/2014 11:11,14th & D St NW / Ronald Reagan Building,31231,W20212,Casual
0h 20m 9s,6/30/2014 10:45,17th St & Massachusetts Ave NW,31267,6/30/2014 11:05,Rhode Island Ave Metro,31516,W20538,Casual
0h 25m 9s,6/30/2014 10:45,22nd & I St NW / Foggy Bottom,31257,6/30/2014 11:12,14th & D St NW / Ronald Reagan Building,31231,W21032,Casual
0h 8m 15s,6/30/2014 10:45,Maryland & Independence Ave SW,31243,6/30/2014 10:53,8th & East Capitol St NE,31629,W00469,Registered
0h 49m 45s,6/30/2014 10:45,19th St & Constitution Ave NW,31235,6/30/2014 11:35,Columbus Circle / Union Station,31623,W20741,Casual
0h 6m 59s,6/30/2014 10:45,17th & Rhode Island Ave NW,31239,6/30/2014 10:52,M St & Pennsylvania Ave NW,31246,W20289,Registered
0h 18m 13s,6/30/2014 10:46,Eastern Market / 7th & North Carolina Ave SE,31610,6/30/2014 11:04,10th St & Constitution Ave NW,31219,W01025,Registered
0h 4m 1s,6/30/2014 10:47,15th & P St NW,31201,6/30/2014 10:51,17th & Rhode Island Ave NW,31239,W00736,Registered
0h 6m 25s,6/30/2014 10:47,1st & K St SE,31628,6/30/2014 10:54,Eastern Market / 7th & North Carolina Ave SE,31610,W21496,Registered
0h 4m 2s,6/30/2014 10:47,18th & M St NW,31221,6/30/2014 10:51,15th & K St NW,31254,W20055,Registered
0h 48m 0s,6/30/2014 10:48,20th & E St NW,31204,6/30/2014 11:36,21st St & Constitution Ave NW,31261,W21534,Casual
0h 13m 59s,6/30/2014 10:48,13th & U St NW,31268,6/30/2014 11:02,20th & O St NW / Dupont South,31234,W00822,Registered
0h 5m 36s,6/30/2014 10:48,Columbia Rd & Georgia Ave NW,31115,6/30/2014 10:54,16th & Harvard St NW,31103,W00471,Registered
0h 6m 3s,6/30/2014 10:48,Court House Metro / Wilson Blvd & N Uhle St,31017,6/30/2014 10:54,Clarendon Metro / Wilson Blvd & N Highland St,31022,W00230,Registered
0h 17m 28s,6/30/2014 10:49,19th & L St NW,31224,6/30/2014 11:06,Smithsonian / Jefferson Dr & 12th St SW,31248,W01271,Registered
0h 17m 14s,6/30/2014 10:49,19th & L St NW,31224,6/30/2014 11:06,Smithsonian / Jefferson Dr & 12th St SW,31248,W00988,Registered
0h 46m 45s,6/30/2014 10:49,20th & E St NW,31204,6/30/2014 11:36,21st St & Constitution Ave NW,31261,W20352,Casual
0h 33m 19s,6/30/2014 10:49,17th & K St NW / Farragut Square,31233,6/30/2014 11:22,USDA / 12th & Independence Ave SW,31217,W21679,Casual
0h 12m 49s,6/30/2014 10:50,13th & H St NE,31611,6/30/2014 11:03,Eastern Market Metro / Pennsylvania Ave & 7th St SE,31613,W21234,Registered
0h 13m 2s,6/30/2014 10:50,Bladensburg Rd & Benning Rd NE,31617,6/30/2014 11:03,Eastern Market Metro / Pennsylvania Ave & 7th St SE,31613,W01141,Registered
0h 45m 46s,6/30/2014 10:50,20th & E St NW,31204,6/30/2014 11:36,21st St & Constitution Ave NW,31261,W21573,Casual
0h 8m 43s,6/30/2014 10:50,Adams Mill & Columbia Rd NW,31104,6/30/2014 10:59,19th & L St NW,31224,W00409,Registered
